word	rank	source_rank	zipf	score
соответствию	147652	154523	2.38	0.197143
соперничеством	147653	154524	2.38	0.197143
сопровождавшихся	147654	154525	2.38	0.197143
сопутствующая	147655	154526	2.38	0.197143
сортиры	147656	154527	2.38	0.197143
соседками	147657	154528	2.38	0.197143
сосредоточенными	147658	154529	2.38	0.197143
состаришься	147659	154530	2.38	0.197143
сосулька	147660	154531	2.38	0.197143
сотая	147661	154532	2.38	0.197143
софтбол	147662	154533	2.38	0.197143
социологом	147663	154534	2.38	0.197143
сочетающая	147664	154535	2.38	0.197143
сошествие	147665	154536	2.38	0.197143
спадов	147666	154537	2.38	0.197143
спаренных	147667	154538	2.38	0.197143
спекулятивный	147668	154539	2.38	0.197143
спишет	147669	154540	2.38	0.197143
сплочению	147670	154541	2.38	0.197143
спорном	147671	154542	2.38	0.197143
спортс	147672	154543	2.38	0.197143
спортсменах	147673	154544	2.38	0.197143
способствующим	147674	154545	2.38	0.197143
спринтерских	147675	154546	2.38	0.197143
спрятанную	147676	154547	2.38	0.197143
сражавшиеся	147677	154548	2.38	0.197143
сри	147678	154549	2.38	0.197143
станицах	147679	154550	2.38	0.197143
стано	147680	154551	2.38	0.197143
станюкович	147681	154552	2.38	0.197143
старе	147682	154553	2.38	0.197143
старении	147683	154554	2.38	0.197143
старенькую	147684	154555	2.38	0.197143
стволовыми	147685	154556	2.38	0.197143
стеллажей	147686	154557	2.38	0.197143
стереотипное	147687	154558	2.38	0.197143
стз	147688	154559	2.38	0.197143
стила	147689	154560	2.38	0.197143
стилевые	147690	154561	2.38	0.197143
стилистический	147691	154562	2.38	0.197143
стимулируется	147692	154563	2.38	0.197143
стогов	147693	154564	2.38	0.197143
столыпинской	147694	154565	2.38	0.197143
столярный	147695	154566	2.38	0.197143
стопкой	147696	154567	2.38	0.197143
стоян	147697	154568	2.38	0.197143
странствующих	147698	154569	2.38	0.197143
страховок	147699	154570	2.38	0.197143
страшиться	147700	154571	2.38	0.197143
стрелялки	147701	154572	2.38	0.197143
стремительном	147702	154573	2.38	0.197143
стремящаяся	147703	154574	2.38	0.197143
строевые	147704	154575	2.38	0.197143
стручки	147705	154576	2.38	0.197143
стряпчий	147706	154577	2.38	0.197143
ступая	147707	154578	2.38	0.197143
субъединицы	147708	154580	2.38	0.197143
суворовских	147709	154581	2.38	0.197143
судейством	147710	154582	2.38	0.197143
судорогой	147711	154583	2.38	0.197143
суза	147712	154584	2.38	0.197143
сумбурно	147713	154585	2.38	0.197143
супервайзер	147714	154586	2.38	0.197143
суррогатного	147715	154587	2.38	0.197143
сучий	147716	154588	2.38	0.197143
сучке	147717	154589	2.38	0.197143
сформированным	147718	154590	2.38	0.197143
сходом	147719	154591	2.38	0.197143
сценическом	147720	154592	2.38	0.197143
сценограф	147721	154593	2.38	0.197143
счетных	147722	154594	2.38	0.197143
сшит	147723	154595	2.38	0.197143
съедутся	147724	154596	2.38	0.197143
сыпного	147725	154597	2.38	0.197143
сырью	147726	154598	2.38	0.197143
серен	147727	154600	2.09	0.155714
табуретке	147728	154602	2.38	0.197143
таганай	147729	154603	2.38	0.197143
таганка	147730	154604	2.38	0.197143
тае	147731	154605	2.38	0.197143
таинствах	147732	154606	2.38	0.197143
таймырского	147733	154607	2.38	0.197143
таксономии	147734	154608	2.38	0.197143
такто	147735	154609	2.38	0.197143
танжер	147736	154610	2.38	0.197143
тапас	147737	154611	2.38	0.197143
таргет	147738	154612	2.38	0.197143
тарелочку	147739	154613	2.38	0.197143
таунхаус	147740	154614	2.38	0.197143
тахикардии	147741	154615	2.38	0.197143
твердыня	147742	154616	2.38	0.197143
творя	147743	154617	2.38	0.197143
тезки	147744	154618	2.38	0.197143
текло	147745	154619	2.38	0.197143
тектоническая	147746	154620	2.38	0.197143
телепроекте	147747	154621	2.38	0.197143
тельцов	147748	154622	2.38	0.197143
телятину	147749	154623	2.38	0.197143
темноволосый	147750	154624	2.38	0.197143
теологов	147751	154625	2.38	0.197143
тереться	147752	154626	2.38	0.197143
термосе	147753	154627	2.38	0.197143
технари	147754	154628	2.38	0.197143
тио	147755	154629	2.38	0.197143
типографской	147756	154630	2.38	0.197143
титанового	147757	154631	2.38	0.197143
тия	147758	154632	2.38	0.197143
товарняк	147759	154633	2.38	0.197143
тойнби	147760	154634	2.38	0.197143
токийская	147761	154635	2.38	0.197143
токсичное	147762	154636	2.38	0.197143
томным	147763	154637	2.38	0.197143
топливным	147764	154638	2.38	0.197143
топонимика	147765	154639	2.38	0.197143
топтали	147766	154640	2.38	0.197143
торможению	147767	154641	2.38	0.197143
торфяная	147768	154642	2.38	0.197143
травматическое	147769	154643	2.38	0.197143
травмирована	147770	154644	2.38	0.197143
траекториям	147771	154645	2.38	0.197143
траления	147772	154646	2.38	0.197143
трамвайно	147773	154647	2.38	0.197143
транспортники	147774	154648	2.38	0.197143
тредиаковского	147775	154649	2.38	0.197143
тренажерного	147776	154650	2.38	0.197143
трескается	147777	154651	2.38	0.197143
третичного	147778	154652	2.38	0.197143
трехкратной	147779	154653	2.38	0.197143
трея	147780	154654	2.38	0.197143
троекратное	147781	154655	2.38	0.197143
тройняшки	147782	154656	2.38	0.197143
троллейбусный	147783	154657	2.38	0.197143
трофейной	147784	154658	2.38	0.197143
троцкистов	147785	154659	2.38	0.197143
трубопроводах	147786	154660	2.38	0.197143
трупный	147787	154661	2.38	0.197143
трусливым	147788	154662	2.38	0.197143
туалетного	147789	154663	2.38	0.197143
туберкулезной	147790	154664	2.38	0.197143
тугоплавких	147791	154666	2.38	0.197143
туземной	147792	154667	2.38	0.197143
тузла	147793	154668	2.38	0.197143
туркменистаном	147794	154669	2.38	0.197143
турмалин	147795	154670	2.38	0.197143
тусон	147796	154671	2.38	0.197143
туфа	147797	154672	2.38	0.197143
туфельку	147798	154673	2.38	0.197143
тушеная	147799	154674	2.38	0.197143
тушенку	147800	154675	2.38	0.197143
тыкве	147801	154676	2.38	0.197143
тюлин	147802	154677	2.38	0.197143
тюмгу	147803	154678	2.38	0.197143
тюфяк	147804	154679	2.38	0.197143
уайлда	147805	154680	2.38	0.197143
уайлер	147806	154681	2.38	0.197143
уборные	147807	154682	2.38	0.197143
убыточными	147808	154683	2.38	0.197143
увенчалось	147809	154684	2.38	0.197143
увенчан	147810	154685	2.38	0.197143
увертюру	147811	154686	2.38	0.197143
увесистый	147812	154687	2.38	0.197143
увлажняющий	147813	154688	2.38	0.197143
увлеченность	147814	154689	2.38	0.197143
уворачиваться	147815	154690	2.38	0.197143
угкц	147816	154691	2.38	0.197143
углубленной	147817	154692	2.38	0.197143
уговариваю	147818	154693	2.38	0.197143
уголовниками	147819	154694	2.38	0.197143
угостите	147820	154695	2.38	0.197143
угрожающими	147821	154696	2.38	0.197143
угрозыска	147822	154697	2.38	0.197143
угрызениями	147823	154698	2.38	0.197143
удерживай	147824	154699	2.38	0.197143
удлиняется	147825	154700	2.38	0.197143
ужесточила	147826	154701	2.38	0.197143
уздечку	147827	154702	2.38	0.197143
уин	147828	154703	2.38	0.197143
указывайте	147829	154704	2.38	0.197143
указывалась	147830	154705	2.38	0.197143
уклонялись	147831	154706	2.38	0.197143
украшению	147832	154707	2.38	0.197143
укрепленным	147833	154708	2.38	0.197143
укрывал	147834	154709	2.38	0.197143
улочке	147835	154710	2.38	0.197143
улыбающиеся	147836	154711	2.38	0.197143
улыбнусь	147837	154712	2.38	0.197143
улыбчивая	147838	154713	2.38	0.197143
ультиматумы	147839	154714	2.38	0.197143
ультрафиолетовом	147840	154715	2.38	0.197143
умара	147841	154716	2.38	0.197143
умерщвление	147842	154717	2.38	0.197143
умирало	147843	154718	2.38	0.197143
универсиаду	147844	154719	2.38	0.197143
унижая	147845	154720	2.38	0.197143
уносите	147846	154721	2.38	0.197143
уолтеру	147847	154722	2.38	0.197143
уорик	147848	154723	2.38	0.197143
упертый	147849	154724	2.38	0.197143
упорядоченный	147850	154725	2.38	0.197143
упорядочены	147851	154726	2.38	0.197143
употребляемые	147852	154727	2.38	0.197143
управлениям	147853	154728	2.38	0.197143
упряжь	147854	154729	2.38	0.197143
урки	147855	154730	2.38	0.197143
урядника	147856	154731	2.38	0.197143
усек	147857	154732	2.38	0.197143
ускоряются	147858	154733	2.38	0.197143
усмани	147859	154734	2.38	0.197143
усмешка	147860	154735	2.38	0.197143
успокаивающе	147861	154736	2.38	0.197143
уставшими	147862	154737	2.38	0.197143
устоявшееся	147863	154738	2.38	0.197143
устрицами	147864	154739	2.38	0.197143
устроитель	147865	154740	2.38	0.197143
уступающие	147866	154741	2.38	0.197143
уступите	147867	154742	2.38	0.197143
уступке	147868	154743	2.38	0.197143
утомительным	147869	154744	2.38	0.197143
утопией	147870	154745	2.38	0.197143
утопленника	147871	154746	2.38	0.197143
уточнен	147872	154747	2.38	0.197143
уфимское	147873	154748	2.38	0.197143
уходящем	147874	154749	2.38	0.197143
ученического	147875	154750	2.38	0.197143
учительниц	147876	154751	2.38	0.197143
фаворитки	147877	154753	2.38	0.197143
фадееву	147878	154754	2.38	0.197143
фазаны	147879	154755	2.38	0.197143
файнштейн	147880	154756	2.38	0.197143
фальшивок	147881	154757	2.38	0.197143
фанатской	147882	154758	2.38	0.197143
фант	147883	154759	2.38	0.197143
фармацевтическом	147884	154760	2.38	0.197143
фармацевтическую	147885	154761	2.38	0.197143
фартуки	147886	154762	2.38	0.197143
фаршированная	147887	154763	2.38	0.197143
федерал	147888	154764	2.38	0.197143
федецкий	147889	154765	2.38	0.197143
федоре	147890	154766	2.38	0.197143
фейнман	147891	154767	2.38	0.197143
феминисткой	147892	154768	2.38	0.197143
фердинандом	147893	154769	2.38	0.197143
фермами	147894	154770	2.38	0.197143
физиономией	147895	154771	2.38	0.197143
филимон	147896	154772	2.38	0.197143
филиппинца	147897	154773	2.38	0.197143
фоминска	147898	154774	2.38	0.197143
фому	147899	154775	2.38	0.197143
форменная	147900	154776	2.38	0.197143
фортуну	147901	154777	2.38	0.197143
фракциях	147902	154778	2.38	0.197143
франчайзинг	147903	154779	2.38	0.197143
фрезерный	147904	154780	2.38	0.197143
фрисби	147905	154781	2.38	0.197143
фуража	147906	154782	2.38	0.197143
хабибуллин	147907	154783	2.38	0.197143
хазанова	147908	154784	2.38	0.197143
хазарии	147909	154785	2.38	0.197143
хайдука	147910	154786	2.38	0.197143
халилов	147911	154787	2.38	0.197143
хамар	147912	154788	2.38	0.197143
ханко	147913	154789	2.38	0.197143
хастингс	147914	154790	2.38	0.197143
хвалы	147915	154791	2.38	0.197143
хвойными	147916	154792	2.38	0.197143
хвостовых	147917	154793	2.38	0.197143
хемсворт	147918	154794	2.38	0.197143
хереса	147919	154795	2.38	0.197143
хилле	147920	154796	2.38	0.197143
хлопочет	147921	154797	2.38	0.197143
хлопчатобумажные	147922	154798	2.38	0.197143
хлопчатобумажных	147923	154799	2.38	0.197143
хоботом	147924	154800	2.38	0.197143
холдинги	147925	154801	2.38	0.197143
холдингов	147926	154802	2.38	0.197143
холе	147927	154803	2.38	0.197143
холодам	147928	154804	2.38	0.197143
хорватским	147929	154805	2.38	0.197143
хоровом	147930	154806	2.38	0.197143
хохма	147931	154807	2.38	0.197143
христофорович	147932	154808	2.38	0.197143
хромом	147933	154809	2.38	0.197143
хромосомных	147934	154810	2.38	0.197143
хрустальным	147935	154811	2.38	0.197143
хэлли	147936	154812	2.38	0.197143
цедру	147937	154813	2.38	0.197143
целесообразностью	147938	154814	2.38	0.197143
целлофан	147939	154815	2.38	0.197143
целуйтесь	147940	154816	2.38	0.197143
целуюсь	147941	154817	2.38	0.197143
ценообразованию	147942	154818	2.38	0.197143
циклически	147943	154819	2.38	0.197143
цинковый	147944	154820	2.38	0.197143
цирюльника	147945	154821	2.38	0.197143
цитируемости	147946	154822	2.38	0.197143
чакветадзе	147947	154823	2.38	0.197143
человечком	147948	154824	2.38	0.197143
чердаки	147949	154825	2.38	0.197143
черемухи	147950	154826	2.38	0.197143
черниговщине	147951	154827	2.38	0.197143
черновцов	147952	154828	2.38	0.197143
черносливом	147953	154829	2.38	0.197143
чертенок	147954	154830	2.38	0.197143
четвертьфинальной	147955	154831	2.38	0.197143
четой	147956	154832	2.38	0.197143
чешуей	147957	154833	2.38	0.197143
чиновницы	147958	154834	2.38	0.197143
чичикова	147959	154835	2.38	0.197143
членения	147960	154836	2.38	0.197143
чревоугодие	147961	154837	2.38	0.197143
чунь	147962	154838	2.38	0.197143
чурки	147963	154839	2.38	0.197143
чуткие	147964	154840	2.38	0.197143
чуши	147965	154841	2.38	0.197143
шайбами	147966	154842	2.38	0.197143
шаляпину	147967	154843	2.38	0.197143
шатаются	147968	154844	2.38	0.197143
шатенка	147969	154845	2.38	0.197143
швыряли	147970	154847	2.38	0.197143
шейке	147971	154848	2.38	0.197143
шепота	147972	154849	2.38	0.197143
шептали	147973	154850	2.38	0.197143
шепчешь	147974	154851	2.38	0.197143
шиваджи	147975	154852	2.38	0.197143
шиитские	147976	154853	2.38	0.197143
шикунов	147977	154854	2.38	0.197143
шихты	147978	154855	2.38	0.197143
шиши	147979	154856	2.38	0.197143
шкипера	147980	154857	2.38	0.197143
шлиссельбургской	147981	154858	2.38	0.197143
шорохи	147982	154859	2.38	0.197143
шпионили	147983	154861	2.38	0.197143
штамповка	147984	154862	2.38	0.197143
шторму	147985	154863	2.38	0.197143
штрихом	147986	154864	2.38	0.197143
шубах	147987	154865	2.38	0.197143
шумейко	147988	154866	2.38	0.197143
шумера	147989	154867	2.38	0.197143
щедрот	147990	154868	2.38	0.197143
щелкают	147991	154869	2.38	0.197143
эвакуированного	147992	154870	2.38	0.197143
эволюционную	147993	154871	2.38	0.197143
эгон	147994	154872	2.38	0.197143
эдмонтоне	147995	154873	2.38	0.197143
экзистенциализма	147996	154874	2.38	0.197143
экзотикой	147997	154875	2.38	0.197143
экспериментаторы	147998	154876	2.38	0.197143
экспортировано	147999	154877	2.38	0.197143
эксцентричного	148000	154878	2.38	0.197143
электродепо	148001	154879	2.38	0.197143
электромотора	148002	154880	2.38	0.197143
электротехническое	148003	154881	2.38	0.197143
эллинистического	148004	154882	2.38	0.197143
эльм	148005	154883	2.38	0.197143
эма	148006	154884	2.38	0.197143
эмблемами	148007	154885	2.38	0.197143
эмилю	148008	154886	2.38	0.197143
энгельсом	148009	154887	2.38	0.197143
энциклопедических	148010	154888	2.38	0.197143
эпатажа	148011	154889	2.38	0.197143
эрг	148012	154890	2.38	0.197143
эрлиха	148013	154891	2.38	0.197143
эрн	148014	154892	2.38	0.197143
эротическим	148015	154893	2.38	0.197143
эстакаду	148016	154894	2.38	0.197143
эсте	148017	154895	2.38	0.197143
эталоны	148018	154896	2.38	0.197143
эфиопского	148019	154897	2.38	0.197143
эфрона	148020	154898	2.38	0.197143
южин	148021	154899	2.38	0.197143
южнокорейском	148022	154900	2.38	0.197143
южноуральские	148023	154901	2.38	0.197143
юнес	148024	154902	2.38	0.197143
юозас	148025	154903	2.38	0.197143
юу	148026	154904	2.38	0.197143
являющемуся	148027	154905	2.38	0.197143
яйцеклетку	148028	154906	2.38	0.197143
яковлевны	148029	154907	2.38	0.197143
яниса	148030	154908	2.38	0.197143
ярусом	148031	154909	2.38	0.197143
ясиноватой	148032	154910	2.38	0.197143
яхтсменов	148033	154911	2.38	0.197143
абитуриентам	148034	154992	2.37	0.195714
абстрактную	148035	154993	2.37	0.195714
абсурдных	148036	154994	2.37	0.195714
авансовых	148037	154995	2.37	0.195714
авантюрный	148038	154996	2.37	0.195714
аверинцев	148039	154997	2.37	0.195714
авиазаводе	148040	154998	2.37	0.195714
автоколонну	148041	154999	2.37	0.195714
агентствам	148042	155000	2.37	0.195714
агилар	148043	155001	2.37	0.195714
адаптивное	148044	155002	2.37	0.195714
адидас	148045	155003	2.37	0.195714
адресок	148046	155004	2.37	0.195714
адронного	148047	155005	2.37	0.195714
азалии	148048	155006	2.37	0.195714
азкабана	148049	155007	2.37	0.195714
айвар	148050	155008	2.37	0.195714
акваторий	148051	155009	2.37	0.195714
аккаунтами	148052	155010	2.37	0.195714
аккерман	148053	155011	2.37	0.195714
аккордеона	148054	155012	2.37	0.195714
актового	148055	155013	2.37	0.195714
алгоритмами	148056	155014	2.37	0.195714
алексеевском	148057	155015	2.37	0.195714
алеф	148058	155016	2.37	0.195714
алиня	148059	155017	2.37	0.195714
алкаши	148060	155018	2.37	0.195714
алкотестер	148061	155019	2.37	0.195714
альфой	148062	155020	2.37	0.195714
амбера	148063	155021	2.37	0.195714
амедиа	148064	155022	2.37	0.195714
аморальные	148065	155023	2.37	0.195714
амундсена	148066	155024	2.37	0.195714
анадыре	148067	155025	2.37	0.195714
анамнез	148068	155026	2.37	0.195714
анатом	148069	155027	2.37	0.195714
ангелика	148070	155028	2.37	0.195714
андриан	148071	155029	2.37	0.195714
анжеликой	148072	155030	2.37	0.195714
аномальным	148073	155031	2.37	0.195714
анонсом	148074	155032	2.37	0.195714
антипатии	148075	155033	2.37	0.195714
антонине	148076	155034	2.37	0.195714
анубиса	148077	155035	2.37	0.195714
аозт	148078	155036	2.37	0.195714
апатитах	148079	155037	2.37	0.195714
аполлонов	148080	155038	2.37	0.195714
араз	148081	155039	2.37	0.195714
арап	148082	155040	2.37	0.195714
арбату	148083	155041	2.37	0.195714
ареалом	148084	155042	2.37	0.195714
армата	148085	155043	2.37	0.195714
арфу	148086	155044	2.37	0.195714
архангельским	148087	155045	2.37	0.195714
асафьева	148088	155046	2.37	0.195714
ассемблер	148089	155047	2.37	0.195714
ассоциировались	148090	155048	2.37	0.195714
астории	148091	155049	2.37	0.195714
астральное	148092	155050	2.37	0.195714
астраханскую	148093	155051	2.37	0.195714
атеистической	148094	155052	2.37	0.195714
атлантическая	148095	155053	2.37	0.195714
атласу	148096	155054	2.37	0.195714
аукционного	148097	155055	2.37	0.195714
ауэзова	148098	155056	2.37	0.195714
афганскими	148099	155057	2.37	0.195714
афганскую	148100	155058	2.37	0.195714
афиногенова	148101	155059	2.37	0.195714
аэровокзал	148102	155060	2.37	0.195714
бабиков	148103	155061	2.37	0.195714
бабулька	148104	155062	2.37	0.195714
баварских	148105	155063	2.37	0.195714
багет	148106	155064	2.37	0.195714
базаревич	148107	155065	2.37	0.195714
балагур	148108	155066	2.37	0.195714
балахон	148109	155067	2.37	0.195714
балетах	148110	155068	2.37	0.195714
баллончиком	148111	155069	2.37	0.195714
балога	148112	155070	2.37	0.195714
банальна	148113	155071	2.37	0.195714
банановая	148114	155072	2.37	0.195714
банановых	148115	155073	2.37	0.195714
бардачок	148116	155074	2.37	0.195714
бастии	148117	155075	2.37	0.195714
бастионов	148118	155076	2.37	0.195714
батюшкой	148119	155077	2.37	0.195714
бахрома	148120	155078	2.37	0.195714
бахчевые	148121	155079	2.37	0.195714
бедренная	148122	155080	2.37	0.195714
бедствии	148123	155081	2.37	0.195714
безвозвратные	148124	155082	2.37	0.195714
безграмотный	148125	155083	2.37	0.195714
безделушек	148126	155084	2.37	0.195714
бездельника	148127	155085	2.37	0.195714
бездушным	148128	155086	2.37	0.195714
безмятежности	148129	155087	2.37	0.195714
безобидного	148130	155088	2.37	0.195714
безответственного	148131	155089	2.37	0.195714
безрассудной	148132	155090	2.37	0.195714
безрассудным	148133	155091	2.37	0.195714
бейби	148134	155092	2.37	0.195714
беккенбауэр	148135	155093	2.37	0.195714
беларусбанк	148136	155094	2.37	0.195714
белгородцы	148137	155095	2.37	0.195714
белковым	148138	155096	2.37	0.195714
белокурая	148139	155097	2.37	0.195714
белостоке	148140	155098	2.37	0.195714
бельгийскую	148141	155099	2.37	0.195714
бельянинов	148142	155100	2.37	0.195714
бендерах	148143	155101	2.37	0.195714
бенсона	148144	155102	2.37	0.195714
бергена	148145	155103	2.37	0.195714
береговыми	148146	155104	2.37	0.195714
березину	148147	155105	2.37	0.195714
беретов	148148	155106	2.37	0.195714
берешься	148149	155107	2.37	0.195714
берроуза	148150	155108	2.37	0.195714
бертольд	148151	155109	2.37	0.195714
бесконечному	148152	155110	2.37	0.195714
беспечная	148153	155111	2.37	0.195714
беспорядочное	148154	155112	2.37	0.195714
беспорядочной	148155	155113	2.37	0.195714
беспристрастное	148156	155114	2.37	0.195714
беспроводное	148157	155115	2.37	0.195714
беэр	148158	155116	2.37	0.195714
бз	148159	155117	2.37	0.195714
биб	148160	155118	2.37	0.195714
бибером	148161	155119	2.37	0.195714
библиофил	148162	155120	2.37	0.195714
бижутерии	148163	155121	2.37	0.195714
билирубина	148164	155122	2.37	0.195714
бинтами	148165	155123	2.37	0.195714
биробиджане	148166	155124	2.37	0.195714
блаватской	148167	155125	2.37	0.195714
благословенной	148168	155126	2.37	0.195714
благосостоянием	148169	155127	2.37	0.195714
благочестивая	148170	155128	2.37	0.195714
блокирующая	148171	155129	2.37	0.195714
блэквуд	148172	155130	2.37	0.195714
бобслее	148173	155131	2.37	0.195714
богослужением	148174	155132	2.37	0.195714
божественна	148175	155133	2.37	0.195714
бойцовских	148176	155134	2.37	0.195714
болезнетворных	148177	155135	2.37	0.195714
болталась	148178	155136	2.37	0.195714
болшево	148179	155137	2.37	0.195714
большевистским	148180	155138	2.37	0.195714
борзова	148181	155139	2.37	0.195714
борисоглебской	148182	155140	2.37	0.195714
борнмут	148183	155141	2.37	0.195714
бородинской	148184	155142	2.37	0.195714
борющийся	148185	155143	2.37	0.195714
боснийцев	148186	155144	2.37	0.195714
ботанику	148187	155145	2.37	0.195714
ботва	148188	155146	2.37	0.195714
бочок	148189	155147	2.37	0.195714
боярыня	148190	155148	2.37	0.195714
браками	148191	155149	2.37	0.195714
бракованный	148192	155150	2.37	0.195714
бракосочетании	148193	155151	2.37	0.195714
братвы	148194	155152	2.37	0.195714
братишку	148195	155153	2.37	0.195714
бреют	148196	155154	2.37	0.195714
бригантина	148197	155155	2.37	0.195714
брис	148198	155156	2.37	0.195714
броненосце	148199	155157	2.37	0.195714
броненосцев	148200	155158	2.37	0.195714
бронетанковый	148201	155159	2.37	0.195714
броско	148202	155160	2.37	0.195714
брю	148203	155161	2.37	0.195714
брюстера	148204	155162	2.37	0.195714
буден	148205	155163	2.37	0.195714
будкой	148206	155164	2.37	0.195714
буквенно	148207	155165	2.37	0.195714
буквенные	148208	155166	2.37	0.195714
букина	148209	155167	2.37	0.195714
букмекера	148210	155168	2.37	0.195714
буковского	148211	155169	2.37	0.195714
буком	148212	155170	2.37	0.195714
бульдозеров	148213	155171	2.37	0.195714
бурьян	148214	155172	2.37	0.195714
бутина	148215	155173	2.37	0.195714
буферная	148216	155174	2.37	0.195714
бушер	148217	155175	2.37	0.195714
быках	148218	155176	2.37	0.195714
бьете	148219	155177	2.37	0.195714
бэйнс	148220	155178	2.37	0.195714
бэлла	148221	155179	2.37	0.195714
бэрроу	148222	155180	2.37	0.195714
бюрократическим	148223	155181	2.37	0.195714
бюстгальтера	148224	155182	2.37	0.195714
вайли	148225	155183	2.37	0.195714
валдае	148226	155184	2.37	0.195714
валентности	148227	155185	2.37	0.195714
валидол	148228	155186	2.37	0.195714
валяйте	148229	155187	2.37	0.195714
вандер	148230	155188	2.37	0.195714
вате	148231	155189	2.37	0.195714
ввезено	148232	155190	2.37	0.195714
вдохновляешь	148233	155191	2.37	0.195714
вдохновляющим	148234	155192	2.37	0.195714
вегетативно	148235	155193	2.37	0.195714
ведали	148236	155194	2.37	0.195714
ведерникова	148237	155195	2.37	0.195714
векселями	148238	155197	2.37	0.195714
великодушного	148239	155198	2.37	0.195714
величинах	148240	155199	2.37	0.195714
вельский	148241	155200	2.37	0.195714
венерические	148242	155201	2.37	0.195714
венецианцы	148243	155202	2.37	0.195714
верки	148244	155203	2.37	0.195714
вернблум	148245	155204	2.37	0.195714
веротерпимости	148246	155205	2.37	0.195714
ветхость	148247	155206	2.37	0.195714
взбейте	148248	155207	2.37	0.195714
взбрело	148249	155208	2.37	0.195714
взойдя	148250	155210	2.37	0.195714
взрывчатыми	148251	155211	2.37	0.195714
взысканием	148252	155212	2.37	0.195714
видеорегистраторов	148253	155213	2.37	0.195714
виджай	148254	155214	2.37	0.195714
визуальными	148255	155215	2.37	0.195714
вилкова	148256	155216	2.37	0.195714
виллема	148257	155217	2.37	0.195714
винг	148258	155218	2.37	0.195714
виске	148259	155219	2.37	0.195714
витаминный	148260	155220	2.37	0.195714
витесс	148261	155221	2.37	0.195714
вишневое	148262	155222	2.37	0.195714
вкусности	148263	155223	2.37	0.195714
владевшие	148264	155224	2.37	0.195714
власовым	148265	155225	2.37	0.195714
влезал	148266	155226	2.37	0.195714
влиятельную	148267	155227	2.37	0.195714
влияющими	148268	155228	2.37	0.195714
вляпалась	148269	155230	2.37	0.195714
внебрачного	148270	155231	2.37	0.195714
внеземные	148271	155232	2.37	0.195714
внемли	148272	155233	2.37	0.195714
внеочередная	148273	155234	2.37	0.195714
внутричерепного	148274	155235	2.37	0.195714
вогнутый	148275	155236	2.37	0.195714
водовороте	148276	155237	2.37	0.195714
водорослях	148277	155238	2.37	0.195714
воеводстве	148278	155239	2.37	0.195714
возвышенностях	148279	155240	2.37	0.195714
возделывание	148280	155241	2.37	0.195714
возились	148281	155242	2.37	0.195714
возьмешься	148282	155243	2.37	0.195714
волейбольных	148283	155244	2.37	0.195714
волина	148284	155245	2.37	0.195714
вологжане	148285	155246	2.37	0.195714
волоколамское	148286	155247	2.37	0.195714
волосатых	148287	155248	2.37	0.195714
волькенштейн	148288	155249	2.37	0.195714
вооружаются	148289	155250	2.37	0.195714
воронья	148290	155251	2.37	0.195714
восприняло	148291	155252	2.37	0.195714
восьмилетнюю	148292	155253	2.37	0.195714
впишите	148293	155254	2.37	0.195714
впустите	148294	155255	2.37	0.195714
врублевский	148295	155256	2.37	0.195714
вручило	148296	155257	2.37	0.195714
всесоюзным	148297	155258	2.37	0.195714
вскрывал	148298	155259	2.37	0.195714
вспыхнувшего	148299	155260	2.37	0.195714
вспышкам	148300	155261	2.37	0.195714
вставит	148301	155262	2.37	0.195714
вставляя	148302	155263	2.37	0.195714
вступим	148303	155264	2.37	0.195714
всячина	148304	155265	2.37	0.195714
втереться	148305	155266	2.37	0.195714
втянулись	148306	155267	2.37	0.195714
вул	148307	155268	2.37	0.195714
вуэльта	148308	155269	2.37	0.195714
въезжали	148309	155270	2.37	0.195714
въезжают	148310	155271	2.37	0.195714
выбираемся	148311	155272	2.37	0.195714
вывесил	148312	155273	2.37	0.195714
выглядывают	148313	155274	2.37	0.195714
выдвигаем	148314	155275	2.37	0.195714
выжатый	148315	155276	2.37	0.195714
выкладывая	148316	155277	2.37	0.195714
выключит	148317	155278	2.37	0.195714
выла	148318	155279	2.37	0.195714
вылезаю	148319	155280	2.37	0.195714
вылетающих	148320	155281	2.37	0.195714
выпивший	148321	155282	2.37	0.195714
выполнимо	148322	155283	2.37	0.195714
выравнивать	148323	155284	2.37	0.195714
вырастать	148324	155285	2.37	0.195714
вырежу	148325	155286	2.37	0.195714
выскажусь	148326	155287	2.37	0.195714
выслано	148327	155288	2.37	0.195714
выслушивая	148328	155289	2.37	0.195714
высокопрочной	148329	155290	2.37	0.195714
высотным	148330	155291	2.37	0.195714
выст	148331	155292	2.37	0.195714
выступающее	148332	155293	2.37	0.195714
высчитать	148333	155294	2.37	0.195714
выучит	148334	155295	2.37	0.195714
выучки	148335	155296	2.37	0.195714
вычислят	148336	155297	2.37	0.195714
вышесказанного	148337	155298	2.37	0.195714
вяжутся	148338	155299	2.37	0.195714
вязаной	148339	155300	2.37	0.195714
вячеславовна	148340	155301	2.37	0.195714
гаврилин	148341	155302	2.37	0.195714
газизов	148342	155303	2.37	0.195714
газпромбанка	148343	155304	2.37	0.195714
галицкому	148344	155305	2.37	0.195714
гальяно	148345	155306	2.37	0.195714
гастролям	148346	155307	2.37	0.195714
гданьска	148347	155308	2.37	0.195714
