word	rank	source_rank	zipf	score
парфянской	291017	307972	1.83	0.118571
патентному	291018	307973	1.83	0.118571
патогенность	291019	307974	1.83	0.118571
патологоанатому	291020	307975	1.83	0.118571
паттинсона	291021	307976	1.83	0.118571
пацифистами	291022	307977	1.83	0.118571
пглу	291023	307978	1.83	0.118571
педуниверситета	291024	307979	1.83	0.118571
пенз	291025	307980	1.83	0.118571
пептидной	291026	307981	1.83	0.118571
первичны	291027	307982	1.83	0.118571
первозванному	291028	307983	1.83	0.118571
перебоям	291029	307984	1.83	0.118571
перевариванию	291030	307985	1.83	0.118571
перевесе	291031	307986	1.83	0.118571
перевозившим	291032	307987	1.83	0.118571
переворотах	291033	307988	1.83	0.118571
перевязанные	291034	307989	1.83	0.118571
перевязывал	291035	307990	1.83	0.118571
перегибаю	291036	307991	1.83	0.118571
перего	291037	307992	1.83	0.118571
переговорным	291038	307993	1.83	0.118571
перегонных	291039	307994	1.83	0.118571
перегорает	291040	307995	1.83	0.118571
перегородив	291041	307996	1.83	0.118571
передаточными	291042	307997	1.83	0.118571
передающейся	291043	307998	1.83	0.118571
передвижное	291044	307999	1.83	0.118571
переделывала	291045	308000	1.83	0.118571
передовиц	291046	308001	1.83	0.118571
передохнут	291047	308002	1.83	0.118571
перезрелые	291048	308003	1.83	0.118571
переименовалась	291049	308004	1.83	0.118571
перекачивания	291050	308005	1.83	0.118571
перекликаясь	291051	308006	1.83	0.118571
переключены	291052	308007	1.83	0.118571
переключив	291053	308008	1.83	0.118571
перекрою	291054	308009	1.83	0.118571
перекрытым	291055	308010	1.83	0.118571
перелил	291056	308011	1.83	0.118571
перелистываю	291057	308012	1.83	0.118571
переломила	291058	308013	1.83	0.118571
перемахнул	291059	308014	1.83	0.118571
перемешанных	291060	308015	1.83	0.118571
перемещал	291061	308016	1.83	0.118571
переоборудованные	291062	308017	1.83	0.118571
переписями	291063	308018	1.83	0.118571
переплатить	291064	308019	1.83	0.118571
переплывал	291065	308020	1.83	0.118571
перепродан	291066	308021	1.83	0.118571
пересолил	291067	308022	1.83	0.118571
переспав	291068	308023	1.83	0.118571
переставляя	291069	308024	1.83	0.118571
перестраховочной	291070	308025	1.83	0.118571
переступаю	291071	308026	1.83	0.118571
перетяжкой	291072	308027	1.83	0.118571
перечитывали	291073	308028	1.83	0.118571
перешептывались	291074	308029	1.83	0.118571
перигей	291075	308030	1.83	0.118571
перкуссионист	291076	308031	1.83	0.118571
перламутровых	291077	308032	1.83	0.118571
перорального	291078	308033	1.83	0.118571
персонализированных	291079	308034	1.83	0.118571
персонах	291080	308035	1.83	0.118571
перхлората	291081	308036	1.83	0.118571
пессимизму	291082	308037	1.83	0.118571
петелина	291083	308038	1.83	0.118571
петена	291084	308039	1.83	0.118571
петлять	291085	308040	1.83	0.118571
петрашевцы	291086	308041	1.83	0.118571
петрозавод	291087	308042	1.83	0.118571
петряева	291088	308043	1.83	0.118571
печатку	291089	308044	1.83	0.118571
печенькой	291090	308045	1.83	0.118571
пианиссимо	291091	308046	1.83	0.118571
пиарщиком	291092	308047	1.83	0.118571
пидары	291093	308048	1.83	0.118571
пижам	291094	308049	1.83	0.118571
пикин	291095	308050	1.83	0.118571
пикирует	291096	308051	1.83	0.118571
пиктов	291097	308052	1.83	0.118571
пилонах	291098	308053	1.83	0.118571
пиманова	291099	308054	1.83	0.118571
пинкетт	291100	308055	1.83	0.118571
пирацетам	291101	308056	1.83	0.118571
питомце	291102	308057	1.83	0.118571
питтман	291103	308058	1.83	0.118571
пицу	291104	308059	1.83	0.118571
пицци	291105	308060	1.83	0.118571
пищеблока	291106	308061	1.83	0.118571
плава	291107	308062	1.83	0.118571
плавленный	291108	308063	1.83	0.118571
планировавшиеся	291109	308064	1.83	0.118571
пластификаторов	291110	308065	1.83	0.118571
платонических	291111	308066	1.83	0.118571
плацентой	291112	308069	1.83	0.118571
племяшка	291113	308070	1.83	0.118571
плесецке	291114	308071	1.83	0.118571
плотскими	291115	308072	1.83	0.118571
плывущим	291116	308073	1.83	0.118571
плюсневых	291117	308074	1.83	0.118571
плющева	291118	308075	1.83	0.118571
плясунья	291119	308076	1.83	0.118571
побаиваться	291120	308077	1.83	0.118571
побаливать	291121	308078	1.83	0.118571
повлиявший	291122	308079	1.83	0.118571
поворотную	291123	308080	1.83	0.118571
повспоминать	291124	308081	1.83	0.118571
повстречается	291125	308082	1.83	0.118571
повторяющее	291126	308083	1.83	0.118571
повыскакивали	291127	308084	1.83	0.118571
повышаешь	291128	308085	1.83	0.118571
повязывать	291129	308086	1.83	0.118571
погасший	291130	308087	1.83	0.118571
поглупел	291131	308088	1.83	0.118571
поглядев	291132	308089	1.83	0.118571
погостом	291133	308090	1.83	0.118571
погранконтроля	291134	308091	1.83	0.118571
погранотряд	291135	308092	1.83	0.118571
поданными	291136	308093	1.83	0.118571
подбросив	291137	308094	1.83	0.118571
подверженная	291138	308095	1.83	0.118571
подвижниками	291139	308096	1.83	0.118571
подвиньтесь	291140	308097	1.83	0.118571
подзаголовка	291141	308098	1.83	0.118571
подкармливал	291142	308099	1.83	0.118571
подкачало	291143	308100	1.83	0.118571
подкреплялись	291144	308101	1.83	0.118571
подкреплялось	291145	308102	1.83	0.118571
подкупленный	291146	308103	1.83	0.118571
подлей	291147	308104	1.83	0.118571
подлокотника	291148	308105	1.83	0.118571
подлостей	291149	308106	1.83	0.118571
подменит	291150	308107	1.83	0.118571
подмешивать	291151	308108	1.83	0.118571
подмыва	291152	308109	1.83	0.118571
поднадоел	291153	308110	1.83	0.118571
поднаторел	291154	308111	1.83	0.118571
подобострастно	291155	308112	1.83	0.118571
подобрало	291156	308113	1.83	0.118571
подогревателей	291157	308114	1.83	0.118571
подогревателем	291158	308115	1.83	0.118571
подотраслей	291159	308117	1.83	0.118571
подпи	291160	308118	1.83	0.118571
подразделяться	291161	308119	1.83	0.118571
подрастали	291162	308120	1.83	0.118571
подруженьки	291163	308121	1.83	0.118571
подсерии	291164	308122	1.83	0.118571
подсматривают	291165	308123	1.83	0.118571
подставными	291166	308124	1.83	0.118571
подстановкой	291167	308125	1.83	0.118571
подстрахует	291168	308126	1.83	0.118571
подтверждениями	291169	308127	1.83	0.118571
подтексты	291170	308128	1.83	0.118571
подтоплению	291171	308129	1.83	0.118571
подунавья	291172	308130	1.83	0.118571
подхваченный	291173	308131	1.83	0.118571
подходивших	291174	308132	1.83	0.118571
позаимствованный	291175	308133	1.83	0.118571
позерства	291176	308134	1.83	0.118571
познакомтесь	291177	308135	1.83	0.118571
покарай	291178	308137	1.83	0.118571
покатал	291179	308138	1.83	0.118571
покатила	291180	308139	1.83	0.118571
покатиться	291181	308140	1.83	0.118571
покачивались	291182	308141	1.83	0.118571
покеттино	291183	308142	1.83	0.118571
покинувшему	291184	308143	1.83	0.118571
покойницу	291185	308144	1.83	0.118571
покоренные	291186	308145	1.83	0.118571
покровная	291187	308146	1.83	0.118571
покрупней	291188	308147	1.83	0.118571
покури	291189	308148	1.83	0.118571
покуривает	291190	308149	1.83	0.118571
полат	291191	308150	1.83	0.118571
полемическая	291192	308151	1.83	0.118571
ползания	291193	308152	1.83	0.118571
полигонных	291194	308153	1.83	0.118571
поликлиническая	291195	308154	1.83	0.118571
полипропиленовых	291196	308155	1.83	0.118571
полистала	291197	308156	1.83	0.118571
политиче	291198	308157	1.83	0.118571
полнеют	291199	308158	1.83	0.118571
полнолунием	291200	308159	1.83	0.118571
полноэкранном	291201	308160	1.83	0.118571
полною	291202	308161	1.83	0.118571
половинная	291203	308162	1.83	0.118571
половозрелости	291204	308163	1.83	0.118571
половцова	291205	308164	1.83	0.118571
полозков	291206	308165	1.83	0.118571
поломают	291207	308166	1.83	0.118571
полоскали	291208	308167	1.83	0.118571
полуднем	291209	308168	1.83	0.118571
полудурков	291210	308169	1.83	0.118571
полупустынные	291211	308170	1.83	0.118571
получасовая	291212	308171	1.83	0.118571
получеловека	291213	308172	1.83	0.118571
полушкин	291214	308173	1.83	0.118571
полысаево	291215	308174	1.83	0.118571
пользо	291216	308175	1.83	0.118571
пользова	291217	308176	1.83	0.118571
помахивая	291218	308177	1.83	0.118571
помиловала	291219	308178	1.83	0.118571
помона	291220	308179	1.83	0.118571
помошника	291221	308180	1.83	0.118571
понаблюдают	291222	308181	1.83	0.118571
понижался	291223	308182	1.83	0.118571
понимающее	291224	308183	1.83	0.118571
поностальгировать	291225	308184	1.83	0.118571
понтийский	291226	308185	1.83	0.118571
понюхав	291227	308186	1.83	0.118571
понятливый	291228	308187	1.83	0.118571
поощрительная	291229	308188	1.83	0.118571
попадусь	291230	308189	1.83	0.118571
поперечины	291231	308190	1.83	0.118571
попкову	291232	308191	1.83	0.118571
попоем	291233	308192	1.83	0.118571
пополню	291234	308193	1.83	0.118571
попомни	291235	308194	1.83	0.118571
попортила	291236	308195	1.83	0.118571
попросившего	291237	308196	1.83	0.118571
попустительствовать	291238	308197	1.83	0.118571
поработила	291239	308199	1.83	0.118571
порги	291240	308200	1.83	0.118571
пореченковым	291241	308201	1.83	0.118571
порноактрисы	291242	308202	1.83	0.118571
породистой	291243	308203	1.83	0.118571
портировали	291244	308204	1.83	0.118571
портирован	291245	308205	1.83	0.118571
порубите	291246	308206	1.83	0.118571
поршне	291247	308207	1.83	0.118571
поршнева	291248	308208	1.83	0.118571
порывалась	291249	308209	1.83	0.118571
поселянин	291250	308210	1.83	0.118571
поскальзывается	291251	308211	1.83	0.118571
послушную	291252	308212	1.83	0.118571
посоли	291253	308214	1.83	0.118571
пососал	291254	308215	1.83	0.118571
посохе	291255	308216	1.83	0.118571
поставлявшей	291256	308217	1.83	0.118571
постояльцем	291257	308218	1.83	0.118571
постучу	291258	308219	1.83	0.118571
потащился	291259	308220	1.83	0.118571
потей	291260	308221	1.83	0.118571
потемкинские	291261	308222	1.83	0.118571
потемкиным	291262	308223	1.83	0.118571
потеснит	291263	308224	1.83	0.118571
потоцкая	291264	308225	1.83	0.118571
поточная	291265	308226	1.83	0.118571
потренируйтесь	291266	308227	1.83	0.118571
потрепанном	291267	308228	1.83	0.118571
потускнела	291268	308229	1.83	0.118571
потухает	291269	308230	1.83	0.118571
похабно	291270	308231	1.83	0.118571
похорошему	291271	308233	1.83	0.118571
похотливого	291272	308234	1.83	0.118571
похудей	291273	308235	1.83	0.118571
поцарапана	291274	308236	1.83	0.118571
почерпнутых	291275	308237	1.83	0.118571
почувствовавший	291276	308238	1.83	0.118571
пошатнет	291277	308239	1.83	0.118571
пошлее	291278	308240	1.83	0.118571
правдоподобен	291279	308241	1.83	0.118571
правопорядком	291280	308242	1.83	0.118571
прадеша	291281	308243	1.83	0.118571
прайде	291282	308244	1.83	0.118571
прато	291283	308245	1.83	0.118571
превентивное	291284	308246	1.83	0.118571
предложившей	291285	308247	1.83	0.118571
предматчевой	291286	308248	1.83	0.118571
предменструальный	291287	308249	1.83	0.118571
предназначал	291288	308250	1.83	0.118571
предпринимателе	291289	308251	1.83	0.118571
предпринятыми	291290	308252	1.83	0.118571
предпросмотр	291291	308253	1.83	0.118571
представляемый	291292	308254	1.83	0.118571
предупреждающего	291293	308255	1.83	0.118571
предусмотрительная	291294	308256	1.83	0.118571
презид	291295	308257	1.83	0.118571
прейскуранту	291296	308258	1.83	0.118571
преклоняет	291297	308259	1.83	0.118571
преломляются	291298	308260	1.83	0.118571
пренебрегай	291299	308261	1.83	0.118571
пренебрежительные	291300	308262	1.83	0.118571
преобразовались	291301	308263	1.83	0.118571
препятствию	291302	308264	1.83	0.118571
пресненской	291303	308265	1.83	0.118571
претенциозность	291304	308266	1.83	0.118571
прибедняйся	291305	308267	1.83	0.118571
прибежишь	291306	308268	1.83	0.118571
привносил	291307	308269	1.83	0.118571
приводным	291308	308270	1.83	0.118571
привязывалась	291309	308271	1.83	0.118571
приглядишься	291310	308272	1.83	0.118571
пригревало	291311	308273	1.83	0.118571
пригреть	291312	308274	1.83	0.118571
придавались	291313	308275	1.83	0.118571
придерживавшиеся	291314	308276	1.83	0.118571
приелось	291315	308277	1.83	0.118571
призматических	291316	308278	1.83	0.118571
признанья	291317	308279	1.83	0.118571
призрачна	291318	308280	1.83	0.118571
призу	291319	308281	1.83	0.118571
приказанием	291320	308282	1.83	0.118571
приказного	291321	308283	1.83	0.118571
прикарпатского	291322	308284	1.83	0.118571
прикидки	291323	308285	1.83	0.118571
приклеенные	291324	308286	1.83	0.118571
прикрепленное	291325	308287	1.83	0.118571
прикрывающего	291326	308288	1.83	0.118571
прикуси	291327	308289	1.83	0.118571
прилагаемый	291328	308290	1.83	0.118571
прилагаете	291329	308291	1.83	0.118571
прилучный	291330	308292	1.83	0.118571
прильнув	291331	308293	1.83	0.118571
принудив	291332	308294	1.83	0.118571
принципи	291333	308295	1.83	0.118571
приобреталась	291334	308296	1.83	0.118571
приплывет	291335	308297	1.83	0.118571
приподнимите	291336	308298	1.83	0.118571
приподнятых	291337	308299	1.83	0.118571
припрятала	291338	308300	1.83	0.118571
прирастают	291339	308301	1.83	0.118571
присматривай	291340	308302	1.83	0.118571
присоединившимся	291341	308303	1.83	0.118571
присоединял	291342	308304	1.83	0.118571
приспешника	291343	308305	1.83	0.118571
приставишь	291344	308306	1.83	0.118571
приставленным	291345	308307	1.83	0.118571
пристойное	291346	308308	1.83	0.118571
пристроенными	291347	308309	1.83	0.118571
пристыдили	291348	308310	1.83	0.118571
присылаемых	291349	308311	1.83	0.118571
пританцовывать	291350	308312	1.83	0.118571
прихлебателей	291351	308313	1.83	0.118571
прицветники	291352	308314	1.83	0.118571
прищепка	291353	308315	1.83	0.118571
пробегах	291354	308316	1.83	0.118571
пробиркой	291355	308317	1.83	0.118571
пробирной	291356	308318	1.83	0.118571
проблеска	291357	308319	1.83	0.118571
пробудете	291358	308320	1.83	0.118571
пробуренных	291359	308321	1.83	0.118571
провалило	291360	308322	1.83	0.118571
проведшие	291361	308323	1.83	0.118571
провокационном	291362	308324	1.83	0.118571
проворонили	291363	308325	1.83	0.118571
прогретый	291364	308326	1.83	0.118571
продлись	291365	308327	1.83	0.118571
продолженная	291366	308328	1.83	0.118571
продолженной	291367	308329	1.83	0.118571
продумывала	291368	308330	1.83	0.118571
продюсерским	291369	308331	1.83	0.118571
проездами	291370	308332	1.83	0.118571
проектируемом	291371	308333	1.83	0.118571
проектируемым	291372	308334	1.83	0.118571
проигрышная	291373	308335	1.83	0.118571
производившим	291374	308336	1.83	0.118571
производительную	291375	308337	1.83	0.118571
прокатывается	291376	308338	1.83	0.118571
проклинай	291377	308339	1.83	0.118571
прокрутила	291378	308340	1.83	0.118571
проктора	291379	308341	1.83	0.118571
пролезу	291380	308342	1.83	0.118571
пролетариями	291381	308343	1.83	0.118571
пролетарки	291382	308344	1.83	0.118571
проливалась	291383	308345	1.83	0.118571
промолчишь	291384	308346	1.83	0.118571
пронзенное	291385	308347	1.83	0.118571
проникновенную	291386	308348	1.83	0.118571
пронину	291387	308349	1.83	0.118571
пропофола	291388	308350	1.83	0.118571
проработанную	291389	308351	1.83	0.118571
прорицателей	291390	308352	1.83	0.118571
просадить	291391	308353	1.83	0.118571
просвещенное	291392	308354	1.83	0.118571
просиживали	291393	308355	1.83	0.118571
проскакивали	291394	308356	1.83	0.118571
прославило	291395	308357	1.83	0.118571
простонародной	291396	308358	1.83	0.118571
протестантства	291397	308360	1.83	0.118571
протестовало	291398	308361	1.83	0.118571
противолодочная	291399	308362	1.83	0.118571
противопоставлено	291400	308363	1.83	0.118571
противораковой	291401	308364	1.83	0.118571
противоэпидемической	291402	308365	1.83	0.118571
протоне	291403	308366	1.83	0.118571
проторчала	291404	308367	1.83	0.118571
протяженным	291405	308368	1.83	0.118571
проходимых	291406	308369	1.83	0.118571
процеживают	291407	308370	1.83	0.118571
проявляющейся	291408	308371	1.83	0.118571
проеб	291409	308372	0.0	0.0
прыгающими	291410	308373	1.83	0.118571
прыткая	291411	308374	1.83	0.118571
прыщавым	291412	308375	1.83	0.118571
прямостоячий	291413	308376	1.83	0.118571
психануть	291414	308377	1.83	0.118571
психоделическое	291415	308378	1.83	0.118571
птицеферма	291416	308379	1.83	0.118571
публикуемом	291417	308380	1.83	0.118571
публикующих	291418	308381	1.83	0.118571
пугаем	291419	308382	1.83	0.118571
пугаясь	291420	308383	1.83	0.118571
пулковские	291421	308384	1.83	0.118571
пульке	291422	308385	1.83	0.118571
пульсирующее	291423	308386	1.83	0.118571
путти	291424	308387	1.83	0.118571
пчелку	291425	308388	1.83	0.118571
пыжиков	291426	308389	1.83	0.118571
пылаешь	291427	308390	1.83	0.118571
пьезоэлектрических	291428	308391	1.83	0.118571
пьянкова	291429	308392	1.83	0.118571
пэд	291430	308393	1.83	0.118571
пэттон	291431	308394	1.83	0.118571
пятачки	291432	308395	1.83	0.118571
раббани	291433	308397	1.83	0.118571
работягу	291434	308398	1.83	0.118571
равик	291435	308399	1.83	0.118571
равнинно	291436	308400	1.83	0.118571
равноправно	291437	308401	1.83	0.118571
радди	291438	308402	1.83	0.118571
радиоастрономической	291439	308403	1.83	0.118571
радиоволна	291440	308404	1.83	0.118571
радиологов	291441	308405	1.83	0.118571
радиолокационном	291442	308406	1.83	0.118571
радиоточек	291443	308407	1.83	0.118571
радиоуправления	291444	308408	1.83	0.118571
радонежском	291445	308409	1.83	0.118571
радостному	291446	308410	1.83	0.118571
разбавляется	291447	308411	1.83	0.118571
разбавлял	291448	308412	1.83	0.118571
разбивайте	291449	308413	1.83	0.118571
разбойничать	291450	308414	1.83	0.118571
разболтался	291451	308415	1.83	0.118571
разбрасывался	291452	308416	1.83	0.118571
разваливает	291453	308417	1.83	0.118571
развеселился	291454	308419	1.83	0.118571
развило	291455	308420	1.83	0.118571
разворуют	291456	308421	1.83	0.118571
развязывается	291457	308422	1.83	0.118571
разговения	291458	308423	1.83	0.118571
разгоним	291459	308424	1.83	0.118571
разгоралась	291460	308425	1.83	0.118571
разграбленной	291461	308426	1.83	0.118571
раздвигала	291462	308427	1.83	0.118571
раздвоенного	291463	308428	1.83	0.118571
раздевалкой	291464	308429	1.83	0.118571
разделявших	291465	308430	1.83	0.118571
раздувал	291466	308431	1.83	0.118571
разжевывая	291467	308432	1.83	0.118571
разлагаясь	291468	308433	1.83	0.118571
разливами	291469	308434	1.83	0.118571
размашистые	291470	308435	1.83	0.118571
разместивший	291471	308436	1.83	0.118571
размоет	291472	308437	1.83	0.118571
размолвок	291473	308438	1.83	0.118571
размораживание	291474	308439	1.83	0.118571
размял	291475	308440	1.83	0.118571
разнервничался	291476	308441	1.83	0.118571
разностной	291477	308442	1.83	0.118571
разоблачат	291478	308443	1.83	0.118571
разоблачив	291479	308444	1.83	0.118571
разоблачительный	291480	308445	1.83	0.118571
разогреется	291481	308446	1.83	0.118571
разожгу	291482	308447	1.83	0.118571
разорило	291483	308448	1.83	0.118571
разрабо	291484	308449	1.83	0.118571
разукрупнение	291485	308450	1.83	0.118571
разъедала	291486	308451	1.83	0.118571
разъела	291487	308452	1.83	0.118571
раймонду	291488	308455	1.83	0.118571
ракетницу	291489	308456	1.83	0.118571
ракетостроении	291490	308457	1.83	0.118571
рампой	291491	308458	1.83	0.118571
рамс	291492	308459	1.83	0.118571
ранкин	291493	308460	1.83	0.118571
рапо	291494	308461	1.83	0.118571
раппопорта	291495	308462	1.83	0.118571
раскидываться	291496	308463	1.83	0.118571
расколотого	291497	308464	1.83	0.118571
раскольникам	291498	308465	1.83	0.118571
раскручивал	291499	308466	1.83	0.118571
раскручивая	291500	308467	1.83	0.118571
раскуплен	291501	308468	1.83	0.118571
распечатывал	291502	308469	1.83	0.118571
распивая	291503	308470	1.83	0.118571
распиловке	291504	308471	1.83	0.118571
расписывала	291505	308472	1.83	0.118571
расплавленные	291506	308473	1.83	0.118571
расправляя	291507	308474	1.83	0.118571
распространившись	291508	308475	1.83	0.118571
распрощавшись	291509	308476	1.83	0.118571
распрощаемся	291510	308477	1.83	0.118571
распрямляется	291511	308478	1.83	0.118571
распутным	291512	308479	1.83	0.118571
расселенных	291513	308480	1.83	0.118571
рассержусь	291514	308481	1.83	0.118571
расслабтесь	291515	308482	1.83	0.118571
расследуете	291516	308483	1.83	0.118571
расстилает	291517	308484	1.83	0.118571
расступаются	291518	308485	1.83	0.118571
рассчеты	291519	308486	1.83	0.118571
рассчитавшись	291520	308487	1.83	0.118571
раствори	291521	308488	1.83	0.118571
растерянного	291522	308489	1.83	0.118571
расторгнув	291523	308490	1.83	0.118571
расшевелил	291524	308491	1.83	0.118571
ратная	291525	308492	1.83	0.118571
рафинированной	291526	308493	1.83	0.118571
рационализатора	291527	308494	1.83	0.118571
реализуемую	291528	308496	1.83	0.118571
реборн	291529	308497	1.83	0.118571
реваншистских	291530	308498	1.83	0.118571
регбистки	291531	308500	1.83	0.118571
регентшей	291532	308501	1.83	0.118571
регидратации	291533	308502	1.83	0.118571
регистрационными	291534	308503	1.83	0.118571
регистрирующего	291535	308504	1.83	0.118571
регламентацию	291536	308505	1.83	0.118571
регулятивного	291537	308506	1.83	0.118571
редисом	291538	308507	1.83	0.118571
реей	291539	308508	1.83	0.118571
режимным	291540	308509	1.83	0.118571
резервата	291541	308510	1.83	0.118571
резервиста	291542	308511	1.83	0.118571
резистентностью	291543	308512	1.83	0.118571
рейнгард	291544	308513	1.83	0.118571
рейнхардта	291545	308514	1.83	0.118571
рекламируемые	291546	308515	1.83	0.118571
рекоменд	291547	308516	1.83	0.118571
рекон	291548	308517	1.83	0.118571
ректально	291549	308518	1.83	0.118571
рекурсивные	291550	308519	1.83	0.118571
рельсовым	291551	308520	1.83	0.118571
рентгенограммы	291552	308521	1.83	0.118571
рентных	291553	308522	1.83	0.118571
ренц	291554	308523	1.83	0.118571
репозитория	291555	308524	1.83	0.118571
репрезентативные	291556	308525	1.83	0.118571
репутационные	291557	308526	1.83	0.118571
респиратора	291558	308527	1.83	0.118571
ретушью	291559	308528	1.83	0.118571
рефрижераторе	291560	308529	1.83	0.118571
речицком	291561	308530	1.83	0.118571
рибок	291562	308531	1.83	0.118571
риверран	291563	308532	1.83	0.118571
риддла	291564	308533	1.83	0.118571
риджина	291565	308534	1.83	0.118571
ризвана	291566	308535	1.83	0.118571
риканского	291567	308536	1.83	0.118571
ринкевича	291568	308537	1.83	0.118571
рипаблик	291569	308538	1.83	0.118571
рискнете	291570	308539	1.83	0.118571
рисовальные	291571	308540	1.83	0.118571
рисоводство	291572	308541	1.83	0.118571
ритмикой	291573	308542	1.83	0.118571
рифампицин	291574	308543	1.83	0.118571
ркрп	291575	308544	1.83	0.118571
робки	291576	308545	1.83	0.118571
роботизированную	291577	308546	1.83	0.118571
ровенщине	291578	308547	1.83	0.118571
ровеньках	291579	308548	1.83	0.118571
ровна	291580	308549	1.83	0.118571
родимого	291581	308550	1.83	0.118571
родны	291582	308551	1.83	0.118571
родосского	291583	308552	1.83	0.118571
роздал	291584	308553	1.83	0.118571
ролльной	291585	308554	1.83	0.118571
романсом	291586	308555	1.83	0.118571
ромас	291587	308556	1.83	0.118571
росалкогольрегулирование	291588	308557	1.83	0.118571
росицки	291589	308558	1.83	0.118571
росия	291590	308559	1.83	0.118571
россвязь	291591	308560	1.83	0.118571
росссии	291592	308561	1.83	0.118571
росстатом	291593	308562	1.83	0.118571
ростест	291594	308563	1.83	0.118571
ростком	291595	308564	1.83	0.118571
рохаса	291596	308565	1.83	0.118571
рохинджа	291597	308566	1.83	0.118571
ррт	291598	308567	1.83	0.118571
рукавицын	291599	308569	1.83	0.118571
румянами	291600	308570	1.83	0.118571
рундук	291601	308571	1.83	0.118571
рурского	291602	308572	1.83	0.118571
русистика	291603	308573	1.83	0.118571
русскою	291604	308574	1.83	0.118571
рустом	291605	308575	1.83	0.118571
русфонд	291606	308576	1.83	0.118571
рушу	291607	308577	1.83	0.118571
рфп	291608	308578	1.83	0.118571
рыбьем	291609	308579	1.83	0.118571
рыльцем	291610	308580	1.83	0.118571
рэнсома	291611	308581	1.83	0.118571
рэпидс	291612	308582	1.83	0.118571
ряженки	291613	308583	1.83	0.118571
саботажник	291614	308584	1.83	0.118571
савинцев	291615	308585	1.83	0.118571
савчука	291616	308586	1.83	0.118571
сагана	291617	308587	1.83	0.118571
саитов	291618	308588	1.83	0.118571
сакра	291619	308589	1.83	0.118571
салманова	291620	308590	1.83	0.118571
сальвио	291621	308591	1.83	0.118571
самоанализом	291622	308592	1.83	0.118571
самобранка	291623	308593	1.83	0.118571
самовлюбленности	291624	308594	1.83	0.118571
самовлюбленных	291625	308595	1.83	0.118571
самодержавию	291626	308596	1.83	0.118571
самоуважением	291627	308597	1.83	0.118571
самоуверенными	291628	308598	1.83	0.118571
санавиации	291629	308599	1.83	0.118571
санаториям	291630	308600	1.83	0.118571
сандоваль	291631	308601	1.83	0.118571
саням	291632	308602	1.83	0.118571
сапин	291633	308603	1.83	0.118571
сарасота	291634	308604	1.83	0.118571
сардана	291635	308605	1.83	0.118571
сарина	291636	308606	1.83	0.118571
сартори	291637	308607	1.83	0.118571
сбавь	291638	308608	1.83	0.118571
сбк	291639	308609	1.83	0.118571
сбрасываешь	291640	308610	1.83	0.118571
свалило	291641	308611	1.83	0.118571
свару	291642	308612	1.83	0.118571
сведенные	291643	308613	1.83	0.118571
свежайшие	291644	308614	1.83	0.118571
свекольной	291645	308615	1.83	0.118571
свертке	291646	308616	1.83	0.118571
сверхлюди	291647	308617	1.83	0.118571
сверял	291648	308618	1.83	0.118571
светлейшему	291649	308619	1.83	0.118571
светлогорском	291650	308620	1.83	0.118571
свисс	291651	308621	1.83	0.118571
свистящих	291652	308622	1.83	0.118571
связавшие	291653	308623	1.83	0.118571
связывавшие	291654	308624	1.83	0.118571
священнический	291655	308625	1.83	0.118571
сглатывает	291656	308626	1.83	0.118571
сдвоенного	291657	308628	1.83	0.118571
сдирал	291658	308629	1.83	0.118571
сдкпил	291659	308630	1.83	0.118571
североамериканскую	291660	308631	1.83	0.118571
северокавказском	291661	308632	1.83	0.118571
севших	291662	308633	1.83	0.118571
сейнера	291663	308634	1.83	0.118571
сейсмологических	291664	308635	1.83	0.118571
сейфуллин	291665	308636	1.83	0.118571
секвенция	291666	308637	1.83	0.118571
селекторного	291667	308638	1.83	0.118571
селекционное	291668	308639	1.83	0.118571
селенгинск	291669	308640	1.83	0.118571
селеньях	291670	308641	1.83	0.118571
сельсоветам	291671	308642	1.83	0.118571
сельхозартель	291672	308643	1.83	0.118571
селютин	291673	308644	1.83	0.118571
семантико	291674	308645	1.83	0.118571
семидневной	291675	308646	1.83	0.118571
семьюдесятью	291676	308647	1.83	0.118571
сенар	291677	308648	1.83	0.118571
сенка	291678	308649	1.83	0.118571
сенчин	291679	308650	1.83	0.118571
сервал	291680	308651	1.83	0.118571
сервированный	291681	308652	1.83	0.118571
сервировку	291682	308653	1.83	0.118571
серпантином	291683	308654	1.83	0.118571
серповидные	291684	308655	1.83	0.118571
серьезнейший	291685	308656	1.83	0.118571
сетчаткой	291686	308658	1.83	0.118571
сжигающих	291687	308659	1.83	0.118571
сиверского	291688	308660	1.83	0.118571
сигет	291689	308661	1.83	0.118571
сизоненко	291690	308662	1.83	0.118571
силл	291691	308663	1.83	0.118571
силур	291692	308664	1.83	0.118571
силыч	291693	308665	1.83	0.118571
сильвинит	291694	308666	1.83	0.118571
сильнодействующими	291695	308667	1.83	0.118571
симбирскую	291696	308668	1.83	0.118571
симоновской	291697	308669	1.83	0.118571
симулякры	291698	308670	1.83	0.118571
синтаксическом	291699	308671	1.83	0.118571
синусоидального	291700	308672	1.83	0.118571
синьорина	291701	308673	1.83	0.118571
сионистском	291702	308674	1.83	0.118571
сиротское	291703	308675	1.83	0.118571
сиротской	291704	308676	1.83	0.118571
систематикой	291705	308677	1.83	0.118571
ситибанка	291706	308678	1.83	0.118571
